name,TSID,turn_in_leg,pbt_start,n_throws,triple_seq,n_success,wonprevious
Krzysztof Ratajski,23,2,441,3,0 1 0,1,1
Krzysztof Ratajski,23,3,360,3,1 0 0,1,1
Krzysztof Ratajski,23,4,265,3,0 0 0,0,1
Krzysztof Ratajski,23,5,208,1,1,1,1
Krzysztof Ratajski,24,1,501,3,0 0 0,0,1
Krzysztof Ratajski,24,2,442,3,1 0 0,1,1
Krzysztof Ratajski,24,3,357,3,0 1 0,1,1
Krzysztof Ratajski,24,4,258,3,0 0 0,0,1
Krzysztof Ratajski,24,5,200,1,1,1,1
Krzysztof Ratajski,25,1,501,3,0 1 0,1,0
Krzysztof Ratajski,25,2,416,3,1 0 1,2,0
Krzysztof Ratajski,25,3,276,3,0 0 1,1,0
Krzysztof Ratajski,25,4,194,2,0 1,1,0
Krzysztof Ratajski,26,1,501,3,1 1 0,2,1
Krzysztof Ratajski,26,2,361,3,1 0 0,1,1
Krzysztof Ratajski,26,3,261,3,0 0 0,0,1
Krzysztof Ratajski,26,4,202,2,0 0,0,1
Krzysztof Ratajski,27,1,501,3,0 1 0,1,1
Krzysztof Ratajski,27,2,401,3,0 0 0,0,1
Krzysztof Ratajski,27,3,341,3,0 0 0,0,1
Krzysztof Ratajski,27,4,281,2,1 1,2,1
Krzysztof Ratajski,28,1,501,3,0 0 1,1,0
Krzysztof Ratajski,28,2,404,3,1 1 1,3,0
Krzysztof Ratajski,28,3,230,1,1,1,0
Krzysztof Ratajski,29,1,501,3,0 1 1,2,1
Krzysztof Ratajski,29,2,361,3,0 0 0,0,1
Krzysztof Ratajski,29,3,301,3,0 1 1,2,1
Krzysztof Ratajski,30,1,501,3,0 0 1,1,0
Krzysztof Ratajski,30,2,406,3,1 0 1,2,0
Krzysztof Ratajski,30,3,266,3,0 0 0,0,0
Krzysztof Ratajski,30,4,207,1,1,1,0
Krzysztof Ratajski,31,1,501,3,1 0 0,1,0
Krzysztof Ratajski,31,2,402,3,0 0 0,0,0
Krzysztof Ratajski,31,3,342,3,0 0 0,0,0
Krzysztof Ratajski,31,4,282,3,1 0 0,1,0
Krzysztof Ratajski,31,5,187,1,1,1,0
Krzysztof Ratajski,32,1,501,3,0 0 1,1,0
Krzysztof Ratajski,32,2,401,3,0 0 1,1,0
Krzysztof Ratajski,32,3,304,3,0 0 0,0,0
Krzysztof Ratajski,32,4,244,2,1 0,1,0
Krzysztof Ratajski,33,1,501,3,0 0 1,1,1
Krzysztof Ratajski,33,2,404,3,1 0 0,1,1
Krzysztof Ratajski,33,3,319,3,1 0 0,1,1
Krzysztof Ratajski,33,4,234,3,0 0 1,1,1
Krzysztof Ratajski,34,1,501,3,1 1 0,2,1
Krzysztof Ratajski,34,2,361,3,0 0 0,0,1
Krzysztof Ratajski,34,3,316,3,0 0 0,0,1
Krzysztof Ratajski,34,4,277,3,0 1 0,1,1
Krzysztof Ratajski,35,1,501,3,0 0 1,1,0
Krzysztof Ratajski,35,2,401,3,0 1 1,2,0
Krzysztof Ratajski,35,3,266,3,0 1 0,1,0
Krzysztof Ratajski,36,1,501,3,0 1 0,1,0
Krzysztof Ratajski,36,2,405,3,0 1 0,1,0
Krzysztof Ratajski,36,3,311,3,1 1 0,2,0
Krzysztof Ratajski,37,1,501,3,1 0 1,2,1
Krzysztof Ratajski,37,2,361,3,0 0 0,0,1
Krzysztof Ratajski,37,3,302,3,1 0 0,1,1
Krzysztof Ratajski,38,1,501,3,0 0 0,0,0
Krzysztof Ratajski,38,2,441,3,1 1 0,2,0
Krzysztof Ratajski,38,3,314,3,0 1 0,1,0
Krzysztof Ratajski,38,4,218,2,0 0,0,0
Krzysztof Ratajski,39,1,501,3,1 1 0,2,0
Krzysztof Ratajski,39,2,361,3,1 0 1,2,0
Krzysztof Ratajski,39,3,221,2,0 1,1,0
Krzysztof Ratajski,40,1,501,3,0 0 1,1,0
Krzysztof Ratajski,40,2,404,3,0 1 0,1,0
Krzysztof Ratajski,40,3,304,3,0 1 0,1,0
Krzysztof Ratajski,40,4,217,2,0 1,1,0
Krzysztof Ratajski,41,1,501,3,0 1 1,2,1
Krzysztof Ratajski,41,2,381,3,0 1 0,1,1
Krzysztof Ratajski,41,3,285,3,0 0 1,1,1
Krzysztof Ratajski,41,4,204,2,0 0,0,1
Krzysztof Ratajski,42,1,501,3,1 1 0,2,0
Krzysztof Ratajski,42,2,361,3,0 1 0,1,0
Krzysztof Ratajski,42,3,262,2,1 1,2,0
Krzysztof Ratajski,43,1,501,3,0 1 1,2,1
Krzysztof Ratajski,43,2,364,3,0 0 0,0,1
Krzysztof Ratajski,43,3,304,3,1 0 1,2,1
Krzysztof Ratajski,44,1,501,3,1 0 0,1,0
Krzysztof Ratajski,44,2,401,3,1 0 0,1,0
Krzysztof Ratajski,44,3,301,3,0 0 1,1,0
Krzysztof Ratajski,44,4,204,1,1,1,0
Krzysztof Ratajski,45,1,501,3,0 0 1,1,1
Krzysztof Ratajski,45,2,404,3,0 0 0,0,1
Krzysztof Ratajski,45,3,344,3,1 1 0,2,1
Krzysztof Ratajski,45,4,204,2,0 1,1,1
Krzysztof Ratajski,46,1,501,3,0 0 0,0,0
Krzysztof Ratajski,46,2,457,3,0 0 0,0,0
Krzysztof Ratajski,46,3,400,3,0 0 0,0,0
Krzysztof Ratajski,46,4,340,3,0 1 0,1,0
Krzysztof Ratajski,46,5,259,2,1 1,2,0
Krzysztof Ratajski,47,1,501,3,0 1 0,1,0
Krzysztof Ratajski,47,2,401,3,1 1 1,3,0
Krzysztof Ratajski,47,3,221,1,1,1,0
Krzysztof Ratajski,48,1,501,3,0 0 0,0,1
Krzysztof Ratajski,48,2,442,3,1 1 0,2,1
Krzysztof Ratajski,48,3,302,3,1 1 0,2,1
Krzysztof Ratajski,48,4,182,1,0,0,1
Krzysztof Ratajski,49,1,501,3,0 0 1,1,0
Krzysztof Ratajski,49,2,419,3,0 0 1,1,0
Krzysztof Ratajski,49,3,341,3,0 1 0,1,0
Krzysztof Ratajski,49,4,260,3,1 0 1,2,0
Krzysztof Ratajski,50,1,501,3,0 0 1,1,1
Krzysztof Ratajski,50,2,417,3,0 1 1,2,1
Krzysztof Ratajski,50,3,280,3,0 0 0,0,1
Krzysztof Ratajski,50,4,220,3,0 0 0,0,1
Krzysztof Ratajski,51,1,501,3,1 0 0,1,0
Krzysztof Ratajski,51,2,401,3,0 1 0,1,0
Krzysztof Ratajski,51,3,302,3,0 0 1,1,0
Krzysztof Ratajski,51,4,202,1,1,1,0
Krzysztof Ratajski,52,1,501,3,0 1 1,2,0
Krzysztof Ratajski,52,2,361,3,0 1 1,2,0
Krzysztof Ratajski,52,3,221,2,0 1,1,0
Krzysztof Ratajski,53,1,501,3,0 0 0,0,0
Krzysztof Ratajski,53,2,441,3,1 1 1,3,0
Krzysztof Ratajski,53,3,270,3,0 1 1,2,0
Krzysztof Ratajski,54,1,501,3,0 1 1,2,1
Krzysztof Ratajski,54,2,364,3,0 1 0,1,1
Krzysztof Ratajski,54,3,268,3,0 0 0,0,1
Krzysztof Ratajski,54,4,208,1,1,1,1
Krzysztof Ratajski,55,1,501,3,1 0 0,1,0
Krzysztof Ratajski,55,2,401,3,0 0 0,0,0
Krzysztof Ratajski,55,3,341,3,0 1 0,1,0
Krzysztof Ratajski,55,4,241,2,0 1,1,0
Krzysztof Ratajski,56,1,501,3,0 0 0,0,1
Krzysztof Ratajski,56,2,446,3,0 1 0,1,1
Krzysztof Ratajski,56,3,365,3,0 1 0,1,1
Krzysztof Ratajski,56,4,265,3,1 0 0,1,1
Krzysztof Ratajski,57,1,501,3,1 0 0,1,0
Krzysztof Ratajski,57,2,402,3,1 0 0,1,0
Krzysztof Ratajski,57,3,321,3,1 0 0,1,0
Krzysztof Ratajski,57,4,220,3,0 0 0,0,0
Krzysztof Ratajski,58,1,501,3,0 1 1,2,1
Krzysztof Ratajski,58,2,376,3,1 1 0,2,1
Krzysztof Ratajski,58,3,237,3,0 0 0,0,1
Krzysztof Ratajski,59,1,501,3,1 0 0,1,1
Krzysztof Ratajski,59,2,401,3,1 0 1,2,1
Krzysztof Ratajski,59,3,278,3,1 0 1,2,1
Krzysztof Ratajski,60,1,501,3,1 0 1,2,0
Krzysztof Ratajski,60,2,364,3,1 1 1,3,0
Krzysztof Ratajski,60,3,193,1,1,1,0
Krzysztof Ratajski,61,1,501,3,0 0 0,0,1
Krzysztof Ratajski,61,2,461,3,0 1 0,1,1
Krzysztof Ratajski,61,3,380,3,0 0 0,0,1
Krzysztof Ratajski,61,4,335,3,1 0 0,1,1
Krzysztof Ratajski,61,5,237,3,0 0 0,0,1
Krzysztof Ratajski,62,1,501,3,1 1 1,3,0
Krzysztof Ratajski,62,2,324,3,0 0 0,0,0
Krzysztof Ratajski,62,3,264,3,1 0 0,1,0
Krzysztof Ratajski,63,1,501,3,0 0 0,0,1
Krzysztof Ratajski,63,2,447,3,1 1 1,3,1
Krzysztof Ratajski,63,3,270,2,1 1,2,1
Krzysztof Ratajski,64,1,501,3,0 0 0,0,1
Krzysztof Ratajski,64,2,461,3,0 0 0,0,1
Krzysztof Ratajski,64,3,402,3,0 1 1,2,1
Krzysztof Ratajski,64,4,262,3,0 1 1,2,1
Krzysztof Ratajski,65,1,501,3,0 1 1,2,1
Krzysztof Ratajski,65,2,380,3,1 0 1,2,1
Krzysztof Ratajski,65,3,240,3,0 0 0,0,1
Krzysztof Ratajski,65,4,180,1,1,1,1
Krzysztof Ratajski,66,1,501,3,0 0 1,1,1
Krzysztof Ratajski,66,2,401,3,1 0 1,2,1
Krzysztof Ratajski,66,3,261,3,0 1 0,1,1
Krzysztof Ratajski,67,1,501,3,0 0 1,1,0
Krzysztof Ratajski,67,2,401,3,1 0 0,1,0
Krzysztof Ratajski,67,3,301,3,1 1 1,3,0
Krzysztof Ratajski,68,1,501,3,1 0 1,2,1
Krzysztof Ratajski,68,2,364,3,0 0 1,1,1
Krzysztof Ratajski,68,3,267,3,0 0 0,0,1
Krzysztof Ratajski,68,4,208,2,0 1,1,1
Krzysztof Ratajski,69,1,501,3,0 1 0,1,1
Krzysztof Ratajski,69,2,400,3,0 1 0,1,1
Krzysztof Ratajski,69,3,315,3,0 0 0,0,1
Krzysztof Ratajski,69,4,255,3,0 0 0,0,1
Krzysztof Ratajski,69,5,208,2,0 0,0,1
Krzysztof Ratajski,70,1,501,3,0 1 0,1,0
Krzysztof Ratajski,70,2,401,3,1 0 1,2,0
Krzysztof Ratajski,70,3,261,2,1 1,2,0
Krzysztof Ratajski,71,1,501,3,1 0 0,1,0
Krzysztof Ratajski,71,2,403,3,1 0 0,1,0
Krzysztof Ratajski,71,3,303,3,1 0 1,2,0
Krzysztof Ratajski,72,1,501,3,1 1 0,2,0
Krzysztof Ratajski,72,2,362,3,0 0 1,1,0
Krzysztof Ratajski,72,3,262,3,0 0 0,0,0
Krzysztof Ratajski,72,4,202,1,1,1,0
Krzysztof Ratajski,73,1,501,3,1 1 0,2,0
Krzysztof Ratajski,73,2,362,3,1 0 0,1,0
Krzysztof Ratajski,73,3,277,3,0 0 1,1,0
Krzysztof Ratajski,73,4,192,1,1,1,0
Krzysztof Ratajski,74,1,501,3,1 0 1,2,0
Krzysztof Ratajski,74,2,361,3,0 1 0,1,0
Krzysztof Ratajski,74,3,291,3,0 1 0,1,0
Krzysztof Ratajski,74,4,191,1,1,1,0
Krzysztof Ratajski,75,1,501,3,1 1 0,2,0
Krzysztof Ratajski,75,2,361,3,1 0 1,2,0
Krzysztof Ratajski,75,3,221,1,1,1,0
Krzysztof Ratajski,76,1,501,3,0 0 0,0,1
Krzysztof Ratajski,76,2,447,3,1 1 0,2,1
Krzysztof Ratajski,76,3,308,3,0 1 1,2,1
Krzysztof Ratajski,77,1,501,3,1 1 0,2,1
Krzysztof Ratajski,77,2,361,3,1 1 1,3,1
Krzysztof Ratajski,77,3,184,1,1,1,1
Krzysztof Ratajski,78,1,501,3,0 1 1,2,1
Krzysztof Ratajski,78,2,364,3,0 0 1,1,1
Krzysztof Ratajski,78,3,279,2,1 1,2,1
Krzysztof Ratajski,79,1,501,3,0 0 0,0,1
Krzysztof Ratajski,79,2,442,3,0 1 0,1,1
Krzysztof Ratajski,79,3,359,3,0 1 0,1,1
Krzysztof Ratajski,79,4,258,3,0 1 1,2,1
Krzysztof Ratajski,80,1,501,3,0 0 0,0,1
Krzysztof Ratajski,80,2,456,3,1 0 1,2,1
Krzysztof Ratajski,80,3,319,3,1 1 0,2,1
Krzysztof Ratajski,81,1,501,3,1 0 0,1,0
Krzysztof Ratajski,81,2,402,3,1 0 0,1,0
Krzysztof Ratajski,81,3,304,3,0 1 1,2,0
Krzysztof Ratajski,82,1,501,3,0 1 1,2,1
Krzysztof Ratajski,82,2,383,3,0 0 1,1,1
Krzysztof Ratajski,82,3,301,3,1 0 0,1,1
Krzysztof Ratajski,82,4,200,1,1,1,1
Krzysztof Ratajski,83,1,501,3,0 1 1,2,1
Krzysztof Ratajski,83,2,367,3,1 0 1,2,1
Krzysztof Ratajski,83,3,227,3,0 0 0,0,1
Krzysztof Ratajski,83,4,182,1,1,1,1
Krzysztof Ratajski,84,1,501,3,0 1 0,1,1
Krzysztof Ratajski,84,2,402,3,1 0 1,2,1
Krzysztof Ratajski,84,3,265,3,0 0 0,0,1
Krzysztof Ratajski,84,4,222,2,0 1,1,1
Krzysztof Ratajski,85,1,501,3,0 0 0,0,1
Krzysztof Ratajski,85,2,441,3,0 0 1,1,1
Krzysztof Ratajski,85,3,341,3,1 0 0,1,1
Krzysztof Ratajski,85,4,256,3,0 0 1,1,1
Krzysztof Ratajski,86,1,501,3,0 0 1,1,0
Krzysztof Ratajski,86,2,416,3,0 0 1,1,0
Krzysztof Ratajski,86,3,319,3,1 1 0,2,0
Krzysztof Ratajski,86,4,198,1,1,1,0
Krzysztof Ratajski,87,1,501,3,1 1 0,2,0
Krzysztof Ratajski,87,2,362,3,0 1 1,2,0
Krzysztof Ratajski,87,3,225,3,0 0 0,0,0
Krzysztof Ratajski,88,1,501,3,1 0 1,2,0
Krzysztof Ratajski,88,2,364,3,0 0 0,0,0
Krzysztof Ratajski,88,3,304,3,0 0 1,1,0
Krzysztof Ratajski,88,4,204,2,0 0,0,0
Krzysztof Ratajski,89,1,501,3,0 1 1,2,1
Krzysztof Ratajski,89,2,367,3,1 1 0,2,1
Krzysztof Ratajski,89,3,238,1,1,1,1
Krzysztof Ratajski,90,1,501,3,0 0 0,0,0
Krzysztof Ratajski,90,2,458,3,0 0 0,0,0
Krzysztof Ratajski,90,3,398,3,1 0 1,2,0
Krzysztof Ratajski,90,4,258,3,0 0 0,0,0
Krzysztof Ratajski,90,5,214,2,0 0,0,0
Krzysztof Ratajski,91,1,501,3,1 1 1,3,0
Krzysztof Ratajski,91,2,324,3,0 0 0,0,0
Krzysztof Ratajski,91,3,264,3,0 0 1,1,0
Krzysztof Ratajski,92,1,501,3,0 0 1,1,1
Krzysztof Ratajski,92,2,404,3,0 1 1,2,1
Krzysztof Ratajski,92,3,267,3,1 0 1,2,1
Krzysztof Ratajski,93,1,501,3,1 1 0,2,1
Krzysztof Ratajski,93,2,365,3,1 1 0,2,1
Krzysztof Ratajski,93,3,225,1,1,1,1
Krzysztof Ratajski,94,1,501,3,1 0 0,1,1
Krzysztof Ratajski,94,2,425,3,1 0 1,2,1
Krzysztof Ratajski,94,3,285,3,0 1 1,2,1
Krzysztof Ratajski,95,1,501,3,1 1 1,3,1
Krzysztof Ratajski,95,2,321,3,1 1 0,2,1
Krzysztof Ratajski,95,3,181,1,0,0,1
Krzysztof Ratajski,96,1,501,3,1 1 0,2,1
Krzysztof Ratajski,96,2,361,3,0 1 0,1,1
Krzysztof Ratajski,96,3,265,2,1 1,2,1
Krzysztof Ratajski,97,1,501,3,1 1 0,2,0
Krzysztof Ratajski,97,2,381,3,0 0 0,0,0
Krzysztof Ratajski,97,3,346,3,0 0 1,1,0
Krzysztof Ratajski,97,4,264,3,0 1 0,1,0
Krzysztof Ratajski,98,1,501,3,0 1 0,1,0
Krzysztof Ratajski,98,2,401,3,0 0 0,0,0
Krzysztof Ratajski,98,3,342,3,0 0 0,0,0
Krzysztof Ratajski,98,4,282,2,1 1,2,0
Krzysztof Ratajski,99,1,501,3,0 0 0,0,0
Krzysztof Ratajski,99,2,442,3,1 1 1,3,0
Krzysztof Ratajski,99,3,265,3,0 0 0,0,0
Krzysztof Ratajski,99,4,208,2,0 1,1,0
Krzysztof Ratajski,100,1,501,3,0 0 0,0,0
Krzysztof Ratajski,100,2,441,3,1 0 1,2,0
Krzysztof Ratajski,100,3,301,3,0 0 0,0,0
Krzysztof Ratajski,100,4,259,2,0 1,1,0
Krzysztof Ratajski,101,1,501,3,1 1 1,3,0
Krzysztof Ratajski,101,2,327,3,1 1 1,3,0
Krzysztof Ratajski,102,1,501,3,1 0 1,2,1
Krzysztof Ratajski,102,2,364,3,1 0 0,1,1
Krzysztof Ratajski,102,3,265,3,0 0 0,0,1
Krzysztof Ratajski,102,4,208,2,0 0,0,1
Krzysztof Ratajski,103,1,501,3,0 1 0,1,1
Krzysztof Ratajski,103,2,401,3,1 0 0,1,1
Krzysztof Ratajski,103,3,314,3,0 0 1,1,1
Krzysztof Ratajski,103,4,229,3,0 0 0,0,1
Krzysztof Ratajski,103,5,184,1,1,1,1
Krzysztof Ratajski,104,1,501,3,0 0 0,0,0
Krzysztof Ratajski,104,2,442,3,0 1 1,2,0
Krzysztof Ratajski,104,3,320,3,0 1 1,2,0
Krzysztof Ratajski,104,4,186,2,0 0,0,0
Krzysztof Ratajski,105,1,501,3,1 0 1,2,1
Krzysztof Ratajski,105,2,361,3,0 0 0,0,1
Krzysztof Ratajski,105,3,302,3,0 0 0,0,1
Krzysztof Ratajski,105,4,243,2,1 0,1,1
Krzysztof Ratajski,106,1,501,3,1 1 0,2,0
Krzysztof Ratajski,106,2,362,3,1 0 0,1,0
Krzysztof Ratajski,106,3,275,3,1 0 0,1,0
Krzysztof Ratajski,106,4,180,1,1,1,0
Krzysztof Ratajski,107,1,501,3,0 0 0,0,0
Krzysztof Ratajski,107,2,441,3,1 1 0,2,0
Krzysztof Ratajski,107,3,301,3,0 1 0,1,0
Krzysztof Ratajski,107,4,201,1,1,1,0
Krzysztof Ratajski,108,1,501,3,0 1 1,2,1
Krzysztof Ratajski,108,2,380,3,0 0 0,0,1
Krzysztof Ratajski,108,3,340,3,1 1 0,2,1
Krzysztof Ratajski,109,1,501,3,0 1 0,1,0
Krzysztof Ratajski,109,2,416,3,1 0 0,1,0
Krzysztof Ratajski,109,3,317,3,0 0 1,1,0
Krzysztof Ratajski,109,4,236,2,0 1,1,0
Krzysztof Ratajski,110,1,501,3,0 0 0,0,1
Krzysztof Ratajski,110,2,443,3,1 1 0,2,1
Krzysztof Ratajski,110,3,303,3,0 0 0,0,1
Krzysztof Ratajski,110,4,262,3,0 0 0,0,1
Krzysztof Ratajski,111,1,501,3,1 0 0,1,0
Krzysztof Ratajski,111,2,415,3,1 1 0,2,0
Krzysztof Ratajski,111,3,279,3,1 0 0,1,0
Krzysztof Ratajski,112,1,501,3,0 0 1,1,1
Krzysztof Ratajski,112,2,401,3,1 1 1,3,1
Krzysztof Ratajski,112,3,224,3,0 0 1,1,1
Krzysztof Ratajski,113,1,501,3,1 1 0,2,1
Krzysztof Ratajski,113,2,361,3,1 1 0,2,1
Krzysztof Ratajski,113,3,225,1,1,1,1
Krzysztof Ratajski,114,1,501,3,0 0 0,0,1
Krzysztof Ratajski,114,2,442,3,0 1 0,1,1
Krzysztof Ratajski,114,3,342,3,1 1 1,3,1
Krzysztof Ratajski,115,1,501,3,0 0 0,0,0
Krzysztof Ratajski,115,2,441,3,1 1 0,2,0
Krzysztof Ratajski,115,3,302,3,1 0 0,1,0
Krzysztof Ratajski,115,4,202,2,0 1,1,0
Krzysztof Ratajski,116,1,501,3,0 0 1,1,0
Krzysztof Ratajski,116,2,401,3,1 1 1,3,0
Krzysztof Ratajski,116,3,221,3,0 0 0,0,0
Krzysztof Ratajski,117,1,501,3,0 0 0,0,0
Krzysztof Ratajski,117,2,455,3,1 1 1,3,0
Krzysztof Ratajski,117,3,278,3,0 1 1,2,0
Krzysztof Ratajski,118,1,501,3,0 1 1,2,1
Krzysztof Ratajski,118,2,361,3,0 1 1,2,1
Krzysztof Ratajski,118,3,224,3,0 0 0,0,1
Krzysztof Ratajski,119,1,501,3,1 0 0,1,0
Krzysztof Ratajski,119,2,402,3,1 0 1,2,0
Krzysztof Ratajski,119,3,262,2,1 1,2,0
Krzysztof Ratajski,120,1,501,3,0 1 0,1,1
Krzysztof Ratajski,120,2,406,3,1 1 0,2,1
Krzysztof Ratajski,120,3,267,3,1 0 1,2,1
Krzysztof Ratajski,121,1,501,3,0 1 0,1,1
Krzysztof Ratajski,121,2,401,3,0 0 0,0,1
Krzysztof Ratajski,121,3,356,3,0 1 0,1,1
Krzysztof Ratajski,121,4,256,2,1 0,1,1
Krzysztof Ratajski,122,1,501,3,0 1 1,2,0
Krzysztof Ratajski,122,2,361,3,0 0 0,0,0
Krzysztof Ratajski,122,3,320,3,0 1 0,1,0
Krzysztof Ratajski,122,4,220,2,0 1,1,0
Krzysztof Ratajski,123,1,501,3,0 1 0,1,0
Krzysztof Ratajski,123,2,406,3,0 1 0,1,0
Krzysztof Ratajski,123,3,323,3,0 0 1,1,0
Krzysztof Ratajski,123,4,223,3,0 0 0,0,0
Krzysztof Ratajski,124,1,501,3,0 0 1,1,0
Krzysztof Ratajski,124,2,401,3,1 0 0,1,0
Krzysztof Ratajski,124,3,316,3,0 0 0,0,0
Krzysztof Ratajski,124,4,256,2,0 1,1,0
Krzysztof Ratajski,125,1,501,3,0 0 0,0,0
Krzysztof Ratajski,125,2,444,3,0 1 1,2,0
Krzysztof Ratajski,125,3,310,3,1 0 1,2,0
Krzysztof Ratajski,126,1,501,3,0 1 0,1,1
Krzysztof Ratajski,126,2,402,3,1 0 0,1,1
Krzysztof Ratajski,126,3,302,3,0 1 1,2,1
Krzysztof Ratajski,127,1,501,3,1 1 1,3,0
Krzysztof Ratajski,127,2,327,3,0 0 0,0,0
Krzysztof Ratajski,127,3,268,2,1 1,2,0
Krzysztof Ratajski,128,1,501,3,0 0 0,0,1
Krzysztof Ratajski,128,2,457,3,0 1 0,1,1
Krzysztof Ratajski,128,3,372,3,0 1 1,2,1
Krzysztof Ratajski,128,4,251,2,1 0,1,1
Krzysztof Ratajski,129,1,501,3,1 0 1,2,1
Krzysztof Ratajski,129,2,361,3,0 1 1,2,1
Krzysztof Ratajski,129,3,227,3,0 0 1,1,1
Krzysztof Ratajski,130,1,501,3,0 0 1,1,0
Krzysztof Ratajski,130,2,405,3,1 1 0,2,0
Krzysztof Ratajski,130,3,265,3,1 0 0,1,0
Krzysztof Ratajski,131,1,501,3,0 1 1,2,1
Krzysztof Ratajski,131,2,364,3,0 0 1,1,1
Krzysztof Ratajski,131,3,267,2,1 1,2,1
Krzysztof Ratajski,132,1,501,3,1 0 1,2,0
Krzysztof Ratajski,132,2,361,3,1 0 0,1,0
Krzysztof Ratajski,132,3,261,2,1 1,2,0
Krzysztof Ratajski,133,1,501,3,0 1 0,1,1
Krzysztof Ratajski,133,2,405,3,0 0 0,0,1
Krzysztof Ratajski,133,3,346,3,1 1 1,3,1
Krzysztof Ratajski,134,1,501,3,0 0 0,0,0
Krzysztof Ratajski,134,2,441,3,1 1 0,2,0
Krzysztof Ratajski,134,3,301,3,1 0 1,2,0
Krzysztof Ratajski,135,1,501,3,1 0 1,2,0
Krzysztof Ratajski,135,2,364,3,0 1 0,1,0
Krzysztof Ratajski,135,3,264,3,1 0 0,1,0
Krzysztof Ratajski,136,1,501,3,0 0 0,0,0
Krzysztof Ratajski,136,2,454,3,1 0 0,1,0
Krzysztof Ratajski,136,3,360,3,0 0 1,1,0
Krzysztof Ratajski,136,4,263,3,0 0 0,0,0
Krzysztof Ratajski,136,5,204,2,0 1,1,0
Krzysztof Ratajski,137,1,501,3,0 0 1,1,0
Krzysztof Ratajski,137,2,404,3,1 1 1,3,0
Krzysztof Ratajski,137,3,227,1,1,1,0
Krzysztof Ratajski,138,1,501,3,0 0 1,1,1
Krzysztof Ratajski,138,2,411,3,1 1 1,3,1
Krzysztof Ratajski,138,3,234,2,0 1,1,1
Krzysztof Ratajski,139,1,501,3,0 0 1,1,1
Krzysztof Ratajski,139,2,401,3,0 1 0,1,1
Krzysztof Ratajski,139,3,314,3,0 0 0,0,1
Krzysztof Ratajski,139,4,255,3,0 0 1,1,1
Krzysztof Ratajski,140,1,501,3,0 1 0,1,0
Krzysztof Ratajski,140,2,401,3,0 0 0,0,0
Krzysztof Ratajski,140,3,341,3,0 1 1,2,0
Krzysztof Ratajski,140,4,220,2,0 1,1,0
Krzysztof Ratajski,141,1,501,3,0 0 0,0,1
Krzysztof Ratajski,141,2,442,3,1 1 1,3,1
Krzysztof Ratajski,141,3,262,3,0 0 1,1,1
Krzysztof Ratajski,142,1,501,3,0 0 0,0,1
Krzysztof Ratajski,142,2,443,3,0 0 0,0,1
Krzysztof Ratajski,142,3,386,3,0 1 1,2,1
Krzysztof Ratajski,142,4,252,3,0 0 0,0,1
Krzysztof Ratajski,143,1,501,3,0 0 0,0,0
Krzysztof Ratajski,143,2,441,3,0 0 0,0,0
Krzysztof Ratajski,143,3,382,3,0 1 0,1,0
Krzysztof Ratajski,143,4,286,2,1 1,2,0
Krzysztof Ratajski,144,1,501,3,0 0 1,1,0
Krzysztof Ratajski,144,2,404,3,1 1 0,2,0
Krzysztof Ratajski,144,3,264,3,0 0 1,1,0
Krzysztof Ratajski,145,1,501,3,0 1 0,1,0
Krzysztof Ratajski,145,2,401,3,0 0 0,0,0
Krzysztof Ratajski,145,3,342,3,1 1 0,2,0
Krzysztof Ratajski,145,4,202,2,0 1,1,0
Krzysztof Ratajski,146,1,501,3,1 0 0,1,0
Krzysztof Ratajski,146,2,403,3,0 0 1,1,0
Krzysztof Ratajski,146,3,322,3,1 1 0,2,0
Krzysztof Ratajski,147,1,501,3,0 0 1,1,0
Krzysztof Ratajski,147,2,401,3,0 0 0,0,0
Krzysztof Ratajski,147,3,341,3,0 0 0,0,0
Krzysztof Ratajski,147,4,281,3,0 1 1,2,0
Krzysztof Ratajski,148,1,501,3,0 1 1,2,1
Krzysztof Ratajski,148,2,383,3,0 0 1,1,1
Krzysztof Ratajski,148,3,288,3,0 1 0,1,1
Krzysztof Ratajski,148,4,188,1,0,0,1
Krzysztof Ratajski,149,1,501,3,1 0 0,1,0
Krzysztof Ratajski,149,2,416,3,0 1 0,1,0
Krzysztof Ratajski,149,3,331,3,0 0 0,0,0
Krzysztof Ratajski,149,4,307,3,1 1 0,2,0
Krzysztof Ratajski,150,1,501,3,0 1 0,1,1
Krzysztof Ratajski,150,2,401,3,0 0 1,1,1
Krzysztof Ratajski,150,3,321,3,0 0 0,0,1
Krzysztof Ratajski,150,4,262,3,1 0 0,1,1
Krzysztof Ratajski,151,1,501,3,0 0 0,0,0
Krzysztof Ratajski,151,2,441,3,1 1 1,3,0
Krzysztof Ratajski,151,3,267,3,0 1 0,1,0
Krzysztof Ratajski,152,1,501,3,0 0 1,1,1
Krzysztof Ratajski,152,2,418,3,1 1 0,2,1
Krzysztof Ratajski,152,3,297,3,0 0 0,0,1
Krzysztof Ratajski,153,1,501,3,0 0 0,0,0
Krzysztof Ratajski,153,2,441,3,0 0 1,1,0
Krzysztof Ratajski,153,3,341,3,1 0 1,2,0
Krzysztof Ratajski,153,4,201,2,0 1,1,0
Krzysztof Ratajski,154,1,501,3,1 1 1,3,0
Krzysztof Ratajski,154,2,324,3,1 0 1,2,0
Krzysztof Ratajski,154,3,184,1,1,1,0
