name,TSID,turn_in_leg,pbt_start,n_throws,triple_seq,n_success,wonprevious
Adrian Lewis,27,4,251,2,1 1,2,0
Adrian Lewis,28,1,501,3,0 0 0,0,0
Adrian Lewis,28,2,457,3,0 0 0,0,0
Adrian Lewis,28,3,417,3,0 0 1,1,0
Adrian Lewis,28,4,320,3,0 0 1,1,0
Adrian Lewis,28,5,220,1,1,1,0
Adrian Lewis,29,1,501,3,0 0 0,0,1
Adrian Lewis,29,2,461,3,0 0 0,0,1
Adrian Lewis,29,3,401,3,1 1 1,3,1
Adrian Lewis,29,4,221,3,0 0 0,0,1
Adrian Lewis,29,5,186,1,0,0,1
Adrian Lewis,30,1,501,3,0 1 1,2,0
Adrian Lewis,30,2,361,3,1 1 1,3,0
Adrian Lewis,30,3,181,1,1,1,0
Adrian Lewis,31,1,501,3,0 0 0,0,1
Adrian Lewis,31,2,461,3,1 0 0,1,1
Adrian Lewis,31,3,376,3,0 0 0,0,1
Adrian Lewis,31,4,322,3,1 1 1,3,1
Adrian Lewis,32,1,501,3,0 0 0,0,0
Adrian Lewis,32,2,444,3,1 1 1,3,0
Adrian Lewis,32,3,264,3,0 1 0,1,0
Adrian Lewis,32,4,181,1,1,1,0
Adrian Lewis,33,1,501,3,0 1 1,2,1
Adrian Lewis,33,2,361,3,1 0 1,2,1
Adrian Lewis,33,3,221,3,0 0 0,0,1
Adrian Lewis,33,4,180,1,1,1,1
Adrian Lewis,34,1,501,3,0 0 1,1,1
Adrian Lewis,34,2,401,3,1 1 0,2,1
Adrian Lewis,34,3,261,3,0 0 0,0,1
Adrian Lewis,34,4,204,1,1,1,1
Adrian Lewis,35,1,501,3,1 0 1,2,1
Adrian Lewis,35,2,376,3,0 1 0,1,1
Adrian Lewis,35,3,276,3,0 0 1,1,1
Adrian Lewis,35,4,180,1,0,0,1
Adrian Lewis,36,1,501,3,0 1 0,1,0
Adrian Lewis,36,2,401,3,1 0 0,1,0
Adrian Lewis,36,3,320,3,1 1 0,2,0
Adrian Lewis,37,1,501,3,0 1 0,1,0
Adrian Lewis,37,2,418,3,0 0 1,1,0
Adrian Lewis,37,3,325,3,1 0 0,1,0
Adrian Lewis,37,4,225,2,0 1,1,0
Adrian Lewis,38,1,501,3,1 0 1,2,1
Adrian Lewis,38,2,376,3,0 1 1,2,1
Adrian Lewis,38,3,236,3,0 0 0,0,1
Adrian Lewis,39,1,501,3,0 0 1,1,0
Adrian Lewis,39,2,401,3,0 0 0,0,0
Adrian Lewis,39,3,341,3,0 0 0,0,0
Adrian Lewis,39,4,283,3,0 0 1,1,0
Adrian Lewis,39,5,187,1,0,0,0
Adrian Lewis,40,1,501,3,0 0 0,0,1
Adrian Lewis,40,2,441,3,0 0 0,0,1
Adrian Lewis,40,3,381,3,0 0 0,0,1
Adrian Lewis,40,4,341,3,1 1 0,2,1
Adrian Lewis,40,5,201,2,0 1,1,1
Adrian Lewis,41,1,501,3,0 0 1,1,0
Adrian Lewis,41,2,401,3,0 0 1,1,0
Adrian Lewis,41,3,338,3,1 0 1,2,0
Adrian Lewis,41,4,215,1,1,1,0
Adrian Lewis,42,1,501,3,0 0 1,1,1
Adrian Lewis,42,2,401,3,1 1 0,2,1
Adrian Lewis,42,3,261,3,0 0 0,0,1
Adrian Lewis,42,4,216,2,0 1,1,1
Adrian Lewis,43,1,501,3,0 1 1,2,1
Adrian Lewis,43,2,367,3,1 1 0,2,1
Adrian Lewis,43,3,227,3,0 0 0,0,1
Adrian Lewis,43,4,206,2,0 0,0,1
Adrian Lewis,44,1,501,3,0 1 0,1,0
Adrian Lewis,44,2,401,3,1 1 1,3,0
Adrian Lewis,44,3,221,1,1,1,0
Adrian Lewis,45,1,501,3,1 0 0,1,1
Adrian Lewis,45,2,401,3,0 0 1,1,1
Adrian Lewis,45,3,304,3,0 1 0,1,1
Adrian Lewis,45,4,204,2,0 1,1,1
Adrian Lewis,46,1,501,3,1 0 0,1,0
Adrian Lewis,46,2,423,3,1 0 1,2,0
Adrian Lewis,46,3,298,2,1 1,2,0
Adrian Lewis,47,1,501,3,1 1 0,2,0
Adrian Lewis,47,2,361,3,0 1 1,2,0
Adrian Lewis,47,3,221,3,0 0 1,1,0
Adrian Lewis,48,1,501,3,1 1 0,2,1
Adrian Lewis,48,2,361,3,1 1 1,3,1
Adrian Lewis,48,3,181,1,1,1,1
Adrian Lewis,49,1,501,3,0 1 0,1,1
Adrian Lewis,49,2,416,3,1 1 1,3,1
Adrian Lewis,49,3,236,3,0 0 0,0,1
Adrian Lewis,50,1,501,3,0 0 1,1,1
Adrian Lewis,50,2,404,3,1 0 0,1,1
Adrian Lewis,50,3,304,3,0 0 1,1,1
Adrian Lewis,50,4,204,1,1,1,1
Adrian Lewis,51,1,501,3,0 0 1,1,0
Adrian Lewis,51,2,401,3,0 0 0,0,0
Adrian Lewis,51,3,343,3,0 0 0,0,0
Adrian Lewis,51,4,299,3,1 1 1,3,0
Adrian Lewis,52,1,501,3,0 1 1,2,0
Adrian Lewis,52,2,361,3,0 0 0,0,0
Adrian Lewis,52,3,306,3,1 1 1,3,0
Adrian Lewis,53,1,501,3,0 0 0,0,0
Adrian Lewis,53,2,460,3,0 1 0,1,0
Adrian Lewis,53,3,360,3,1 0 0,1,0
Adrian Lewis,53,4,261,3,1 0 0,1,0
Adrian Lewis,53,5,199,1,1,1,0
Adrian Lewis,54,1,501,3,1 0 0,1,0
Adrian Lewis,54,2,401,3,1 1 1,3,0
Adrian Lewis,54,3,221,3,0 0 0,0,0
Adrian Lewis,54,4,198,1,0,0,0
Adrian Lewis,55,1,501,3,0 0 1,1,0
Adrian Lewis,55,2,408,3,0 0 0,0,0
Adrian Lewis,55,3,353,3,1 0 1,2,0
Adrian Lewis,55,4,213,1,1,1,0
Adrian Lewis,56,1,501,3,0 0 1,1,0
Adrian Lewis,56,2,404,3,1 0 1,2,0
Adrian Lewis,56,3,267,3,0 0 1,1,0
Adrian Lewis,57,1,501,3,1 1 1,3,1
Adrian Lewis,57,2,321,3,1 1 1,3,1
Adrian Lewis,58,1,501,3,1 1 0,2,1
Adrian Lewis,58,2,362,3,1 0 1,2,1
Adrian Lewis,58,3,225,2,0 1,1,1
Adrian Lewis,59,1,501,3,1 0 0,1,0
Adrian Lewis,59,2,420,3,1 0 1,2,0
Adrian Lewis,59,3,283,3,0 1 1,2,0
Adrian Lewis,60,1,501,3,0 1 0,1,1
Adrian Lewis,60,2,405,3,0 1 0,1,1
Adrian Lewis,60,3,320,3,0 0 0,0,1
Adrian Lewis,60,4,262,2,1 1,2,1
Adrian Lewis,61,1,501,3,0 0 1,1,1
Adrian Lewis,61,2,401,3,0 1 0,1,1
Adrian Lewis,61,3,317,3,0 0 1,1,1
Adrian Lewis,61,4,221,3,0 0 1,1,1
Adrian Lewis,62,1,501,3,0 1 0,1,0
Adrian Lewis,62,2,405,3,0 0 0,0,0
Adrian Lewis,62,3,346,3,1 0 1,2,0
Adrian Lewis,62,4,206,2,0 1,1,0
Adrian Lewis,63,1,501,3,0 0 0,0,1
Adrian Lewis,63,2,441,3,1 0 0,1,1
Adrian Lewis,63,3,341,3,0 0 1,1,1
Adrian Lewis,64,1,501,3,0 0 0,0,0
Adrian Lewis,64,2,441,3,0 0 0,0,0
Adrian Lewis,64,3,383,3,0 0 1,1,0
Adrian Lewis,64,4,291,3,0 0 0,0,0
Adrian Lewis,64,5,250,3,0 0 0,0,0
Adrian Lewis,64,6,210,2,0 1,1,0
Adrian Lewis,65,1,501,3,1 1 0,2,0
Adrian Lewis,65,2,361,3,1 0 0,1,0
Adrian Lewis,65,3,280,3,1 0 0,1,0
Adrian Lewis,65,4,195,1,0,0,0
Adrian Lewis,66,1,501,3,0 1 0,1,0
Adrian Lewis,66,2,405,3,0 1 0,1,0
Adrian Lewis,66,3,305,3,1 0 0,1,0
Adrian Lewis,66,4,230,3,0 0 0,0,0
Adrian Lewis,67,1,501,3,0 0 0,0,0
Adrian Lewis,67,2,441,3,1 0 1,2,0
Adrian Lewis,67,3,319,3,1 0 1,2,0
Adrian Lewis,68,1,501,3,1 1 1,3,1
Adrian Lewis,68,2,321,3,0 1 0,1,1
Adrian Lewis,68,3,221,3,0 0 0,0,1
Adrian Lewis,69,1,501,3,1 0 1,2,1
Adrian Lewis,69,2,378,3,0 1 0,1,1
Adrian Lewis,69,3,278,3,0 0 1,1,1
Adrian Lewis,70,1,501,3,0 0 0,0,1
Adrian Lewis,70,2,441,3,1 1 0,2,1
Adrian Lewis,70,3,301,3,1 1 0,2,1
Adrian Lewis,71,1,501,3,0 0 0,0,0
Adrian Lewis,71,2,441,3,0 0 1,1,0
Adrian Lewis,71,3,344,3,0 1 0,1,0
Adrian Lewis,71,4,244,2,0 1,1,0
Adrian Lewis,72,1,501,3,0 0 1,1,0
Adrian Lewis,72,2,401,3,1 0 1,2,0
Adrian Lewis,72,3,261,3,0 1 0,1,0
Adrian Lewis,72,4,181,1,0,0,0
Adrian Lewis,73,1,501,3,0 0 0,0,0
Adrian Lewis,73,2,441,3,0 0 1,1,0
Adrian Lewis,73,3,341,3,0 0 0,0,0
Adrian Lewis,73,4,281,3,0 0 0,0,0
Adrian Lewis,74,1,501,3,0 0 0,0,0
Adrian Lewis,74,2,460,3,0 1 0,1,0
Adrian Lewis,74,3,364,3,0 0 0,0,0
Adrian Lewis,74,4,304,3,0 0 1,1,0
Adrian Lewis,74,5,223,3,0 0 0,0,0
Adrian Lewis,74,6,182,1,1,1,0
Adrian Lewis,75,1,501,3,1 1 1,3,0
Adrian Lewis,75,2,321,3,1 0 0,1,0
Adrian Lewis,75,3,221,2,0 1,1,0
Adrian Lewis,76,1,501,3,0 1 0,1,1
Adrian Lewis,76,2,406,3,0 0 1,1,1
Adrian Lewis,76,3,325,3,1 1 0,2,1
Adrian Lewis,76,4,185,1,0,0,1
Adrian Lewis,77,1,501,3,0 1 0,1,0
Adrian Lewis,77,2,420,3,1 0 1,2,0
Adrian Lewis,77,3,280,2,1 1,2,0
Adrian Lewis,78,1,501,3,0 0 1,1,0
Adrian Lewis,78,2,401,3,0 1 1,2,0
Adrian Lewis,78,3,261,3,0 0 1,1,0
Adrian Lewis,79,1,501,3,0 1 0,1,1
Adrian Lewis,79,2,405,3,0 0 1,1,1
Adrian Lewis,79,3,312,3,0 1 0,1,1
Adrian Lewis,79,4,212,1,1,1,1
Adrian Lewis,80,1,501,3,1 1 0,2,1
Adrian Lewis,80,2,381,3,0 0 0,0,1
Adrian Lewis,80,3,337,3,0 0 1,1,1
Adrian Lewis,80,4,244,3,0 0 0,0,1
Adrian Lewis,80,5,219,3,0 0 0,0,1
Adrian Lewis,81,1,501,3,0 0 1,1,0
Adrian Lewis,81,2,401,3,1 0 1,2,0
Adrian Lewis,81,3,261,3,0 0 1,1,0
Adrian Lewis,82,1,501,3,1 0 0,1,0
Adrian Lewis,82,2,401,3,0 0 0,0,0
Adrian Lewis,82,3,342,3,0 0 0,0,0
Adrian Lewis,82,4,301,3,0 0 0,0,0
Adrian Lewis,82,5,241,2,1 1,2,0
Adrian Lewis,83,1,501,3,0 0 1,1,0
Adrian Lewis,83,2,401,3,0 0 0,0,0
Adrian Lewis,83,3,360,3,1 0 0,1,0
Adrian Lewis,83,4,260,3,0 0 1,1,0
Adrian Lewis,84,1,501,3,0 0 1,1,0
Adrian Lewis,84,2,401,3,0 0 0,0,0
Adrian Lewis,84,3,359,3,1 0 1,2,0
Adrian Lewis,84,4,219,2,0 0,0,0
Adrian Lewis,85,1,501,3,0 0 1,1,0
Adrian Lewis,85,2,401,3,0 1 1,2,0
Adrian Lewis,85,3,267,3,0 1 1,2,0
Adrian Lewis,86,1,501,3,0 0 1,1,0
Adrian Lewis,86,2,408,3,0 0 1,1,0
Adrian Lewis,86,3,308,3,0 1 1,2,0
Adrian Lewis,86,4,185,1,1,1,0
Adrian Lewis,87,1,501,3,1 1 1,3,0
Adrian Lewis,87,2,321,3,0 1 0,1,0
Adrian Lewis,87,3,221,3,0 0 0,0,0
Adrian Lewis,88,1,501,3,1 0 1,2,1
Adrian Lewis,88,2,361,3,1 1 1,3,1
Adrian Lewis,88,3,181,1,0,0,1
Adrian Lewis,89,1,501,3,1 1 1,3,1
Adrian Lewis,89,2,321,3,1 1 1,3,1
Adrian Lewis,90,1,501,3,1 1 1,3,1
Adrian Lewis,90,2,321,3,1 1 1,3,1
Adrian Lewis,91,1,501,3,0 1 1,2,1
Adrian Lewis,91,2,361,3,1 0 1,2,1
Adrian Lewis,91,3,221,1,1,1,1
Adrian Lewis,92,1,501,3,1 0 0,1,0
Adrian Lewis,92,2,420,3,0 0 1,1,0
Adrian Lewis,92,3,339,3,1 0 0,1,0
Adrian Lewis,92,4,240,3,0 0 0,0,0
Adrian Lewis,92,5,180,1,0,0,0
Adrian Lewis,93,1,501,3,0 0 1,1,0
Adrian Lewis,93,2,424,3,0 0 1,1,0
Adrian Lewis,93,3,328,3,0 0 0,0,0
Adrian Lewis,93,4,268,3,0 1 1,2,0
Adrian Lewis,94,1,501,3,1 0 1,2,1
Adrian Lewis,94,2,361,3,0 0 1,1,1
Adrian Lewis,94,3,276,3,1 0 0,1,1
Adrian Lewis,95,1,501,3,0 0 0,0,1
Adrian Lewis,95,2,443,3,1 0 1,2,1
Adrian Lewis,95,3,303,3,0 0 1,1,1
Adrian Lewis,95,4,210,2,0 0,0,1
Adrian Lewis,96,1,501,3,0 1 0,1,1
Adrian Lewis,96,2,420,3,1 1 0,2,1
Adrian Lewis,96,3,280,3,0 0 0,0,1
Adrian Lewis,96,4,256,2,1 0,1,1
Adrian Lewis,97,1,501,3,0 0 0,0,0
Adrian Lewis,97,2,461,3,1 1 0,2,0
Adrian Lewis,97,3,321,3,0 0 0,0,0
Adrian Lewis,97,4,261,3,0 0 0,0,0
Adrian Lewis,97,5,204,1,1,1,0
Adrian Lewis,98,1,501,3,1 0 1,2,0
Adrian Lewis,98,2,361,3,1 1 1,3,0
Adrian Lewis,98,3,181,1,0,0,0
Adrian Lewis,99,1,501,3,0 1 1,2,0
Adrian Lewis,99,2,361,3,0 0 0,0,0
Adrian Lewis,99,3,303,3,1 1 0,2,0
Adrian Lewis,100,1,501,3,0 0 0,0,1
Adrian Lewis,100,2,441,3,0 0 1,1,1
Adrian Lewis,100,3,348,3,0 1 0,1,1
Adrian Lewis,100,4,248,3,0 1 0,1,1
Adrian Lewis,101,1,501,3,0 1 1,2,0
Adrian Lewis,101,2,367,3,0 0 0,0,0
Adrian Lewis,101,3,310,3,1 0 1,2,0
Adrian Lewis,102,1,501,3,1 0 1,2,1
Adrian Lewis,102,2,361,3,1 1 0,2,1
Adrian Lewis,102,3,221,3,0 0 0,0,1
Adrian Lewis,103,1,501,3,0 0 1,1,1
Adrian Lewis,103,2,404,3,0 0 1,1,1
Adrian Lewis,103,3,307,3,1 1 0,2,1
Adrian Lewis,104,1,501,3,0 0 1,1,1
Adrian Lewis,104,2,405,3,0 0 0,0,1
Adrian Lewis,104,3,345,3,0 0 1,1,1
Adrian Lewis,104,4,245,3,0 0 0,0,1
Adrian Lewis,105,1,501,3,0 1 0,1,0
Adrian Lewis,105,2,401,3,1 0 1,2,0
Adrian Lewis,105,3,261,3,0 1 0,1,0
Adrian Lewis,106,1,501,3,0 0 0,0,1
Adrian Lewis,106,2,444,3,0 0 1,1,1
Adrian Lewis,106,3,344,3,0 0 1,1,1
Adrian Lewis,107,1,501,3,1 0 1,2,0
Adrian Lewis,107,2,361,3,0 0 0,0,0
Adrian Lewis,107,3,303,3,1 0 1,2,0
Adrian Lewis,108,1,501,3,1 0 1,2,1
Adrian Lewis,108,2,361,3,1 1 0,2,1
Adrian Lewis,108,3,221,2,0 1,1,1
Adrian Lewis,109,1,501,3,0 1 0,1,0
Adrian Lewis,109,2,418,3,0 0 0,0,0
Adrian Lewis,109,3,361,3,0 0 0,0,0
Adrian Lewis,109,4,302,3,0 1 0,1,0
Adrian Lewis,109,5,227,1,1,1,0
Adrian Lewis,110,1,501,3,0 0 0,0,0
Adrian Lewis,110,2,443,3,1 1 1,3,0
Adrian Lewis,110,3,263,2,1 1,2,0
Adrian Lewis,111,1,501,3,1 1 0,2,1
Adrian Lewis,111,2,361,3,1 1 0,2,1
Adrian Lewis,111,3,221,2,0 1,1,1
Adrian Lewis,112,1,501,3,0 0 0,0,1
Adrian Lewis,112,2,450,3,1 1 0,2,1
Adrian Lewis,112,3,310,3,0 0 0,0,1
Adrian Lewis,112,4,250,2,1 1,2,1
Adrian Lewis,113,1,501,3,1 0 1,2,0
Adrian Lewis,113,2,361,3,0 1 0,1,0
Adrian Lewis,113,3,276,3,0 1 0,1,0
Adrian Lewis,113,4,180,1,1,1,0
Adrian Lewis,114,1,501,3,1 1 1,3,1
Adrian Lewis,114,2,324,3,0 0 0,0,1
Adrian Lewis,114,3,264,2,1 1,2,1
Adrian Lewis,115,1,501,3,0 1 0,1,1
Adrian Lewis,115,2,401,3,1 0 0,1,1
Adrian Lewis,115,3,301,3,0 0 0,0,1
Adrian Lewis,115,4,241,2,1 1,2,1
Adrian Lewis,116,1,501,3,1 0 1,2,0
Adrian Lewis,116,2,361,3,1 1 0,2,0
Adrian Lewis,116,3,221,3,0 0 1,1,0
Adrian Lewis,117,1,501,3,0 0 1,1,1
Adrian Lewis,117,2,401,3,0 0 0,0,1
Adrian Lewis,117,3,351,3,0 0 0,0,1
Adrian Lewis,117,4,293,3,0 0 0,0,1
Adrian Lewis,118,1,501,3,0 0 0,0,0
Adrian Lewis,118,2,460,3,1 0 1,2,0
Adrian Lewis,118,3,320,3,1 1 0,2,0
Adrian Lewis,118,4,180,1,0,0,0
Adrian Lewis,119,1,501,3,0 0 1,1,0
Adrian Lewis,119,2,408,3,1 1 0,2,0
Adrian Lewis,119,3,268,2,1 1,2,0
Adrian Lewis,120,1,501,3,0 0 1,1,1
Adrian Lewis,120,2,416,3,1 0 0,1,1
Adrian Lewis,120,3,353,3,0 0 0,0,1
Adrian Lewis,120,4,298,3,1 1 1,3,1
Adrian Lewis,121,1,501,3,1 1 1,3,0
Adrian Lewis,121,2,321,3,1 0 0,1,0
Adrian Lewis,121,3,221,1,1,1,0
Adrian Lewis,122,1,501,3,0 0 0,0,1
Adrian Lewis,122,2,443,3,0 1 0,1,1
Adrian Lewis,122,3,358,3,0 1 1,2,1
Adrian Lewis,122,4,235,2,0 1,1,1
Adrian Lewis,123,1,501,3,1 1 0,2,0
Adrian Lewis,123,2,361,3,0 0 0,0,0
Adrian Lewis,123,3,301,3,1 1 1,3,0
Adrian Lewis,124,1,501,3,0 0 0,0,1
Adrian Lewis,124,2,441,3,1 1 0,2,1
Adrian Lewis,124,3,301,3,0 0 0,0,1
Adrian Lewis,124,4,244,2,1 0,1,1
Adrian Lewis,125,1,501,3,0 1 1,2,0
Adrian Lewis,125,2,380,3,0 1 1,2,0
Adrian Lewis,125,3,240,2,1 1,2,0
Adrian Lewis,126,1,501,3,0 0 0,0,1
Adrian Lewis,126,2,444,3,0 1 0,1,1
Adrian Lewis,126,3,363,3,1 1 1,3,1
Adrian Lewis,126,4,183,1,1,1,1
Adrian Lewis,127,1,501,3,0 1 1,2,1
Adrian Lewis,127,2,367,3,1 1 0,2,1
Adrian Lewis,127,3,227,1,1,1,1
Adrian Lewis,128,1,501,3,0 1 0,1,0
Adrian Lewis,128,2,405,3,1 0 0,1,0
Adrian Lewis,128,3,324,3,1 0 0,1,0
Adrian Lewis,128,4,241,2,1 0,1,0
Adrian Lewis,129,1,501,3,1 0 1,2,1
Adrian Lewis,129,2,361,3,1 0 0,1,1
Adrian Lewis,129,3,280,3,1 0 1,2,1
Adrian Lewis,130,1,501,3,0 1 1,2,1
Adrian Lewis,130,2,361,3,1 1 0,2,1
Adrian Lewis,130,3,221,2,0 1,1,1
Adrian Lewis,131,1,501,3,0 0 1,1,1
Adrian Lewis,131,2,401,3,0 0 0,0,1
Adrian Lewis,131,3,342,3,0 0 0,0,1
Adrian Lewis,131,4,283,3,0 0 0,0,1
Adrian Lewis,131,5,223,3,0 0 0,0,1
Adrian Lewis,132,1,501,3,1 0 0,1,0
Adrian Lewis,132,2,401,3,0 0 0,0,0
Adrian Lewis,132,3,343,3,1 0 1,2,0
Adrian Lewis,132,4,203,2,0 1,1,0
Adrian Lewis,133,1,501,3,0 0 0,0,0
Adrian Lewis,133,2,459,3,0 0 0,0,0
Adrian Lewis,133,3,399,3,0 0 0,0,0
Adrian Lewis,133,4,344,3,0 1 1,2,0
Adrian Lewis,134,1,501,3,0 0 0,0,0
Adrian Lewis,134,2,443,3,1 0 1,2,0
Adrian Lewis,134,3,303,3,0 1 0,1,0
Adrian Lewis,134,4,208,1,1,1,0
Adrian Lewis,135,1,501,3,1 1 0,2,1
Adrian Lewis,135,2,361,3,0 1 1,2,1
Adrian Lewis,135,3,221,1,1,1,1
Adrian Lewis,136,1,501,3,1 0 0,1,1
Adrian Lewis,136,2,401,3,1 1 1,3,1
Adrian Lewis,136,3,221,3,0 0 1,1,1
Adrian Lewis,137,1,501,3,0 1 0,1,1
Adrian Lewis,137,2,401,3,0 0 1,1,1
Adrian Lewis,137,3,301,3,0 1 1,2,1
Adrian Lewis,138,1,501,3,0 1 1,2,0
Adrian Lewis,138,2,380,3,1 0 1,2,0
Adrian Lewis,138,3,240,3,0 0 0,0,0
Adrian Lewis,138,4,180,1,1,1,0
Adrian Lewis,139,1,501,3,0 0 0,0,1
Adrian Lewis,139,2,459,3,1 0 1,2,1
Adrian Lewis,139,3,319,3,1 1 0,2,1
Adrian Lewis,140,1,501,3,0 0 1,1,1
Adrian Lewis,140,2,427,3,0 1 1,2,1
Adrian Lewis,140,3,290,2,1 1,2,1
Adrian Lewis,141,1,501,3,1 0 1,2,1
Adrian Lewis,141,2,361,3,0 0 0,0,1
Adrian Lewis,141,3,301,3,1 1 1,3,1
Adrian Lewis,142,1,501,3,1 0 1,2,1
Adrian Lewis,142,2,364,3,0 1 0,1,1
Adrian Lewis,142,3,268,3,0 0 0,0,1
Adrian Lewis,142,4,210,2,0 0,0,1
Adrian Lewis,143,1,501,3,0 1 1,2,0
Adrian Lewis,143,2,367,3,1 1 1,3,0
Adrian Lewis,143,3,187,1,0,0,0
Adrian Lewis,144,1,501,3,0 1 1,2,1
Adrian Lewis,144,2,376,3,1 1 1,3,1
Adrian Lewis,144,3,196,1,0,0,1
Adrian Lewis,145,1,501,3,0 1 0,1,1
Adrian Lewis,145,2,401,3,0 0 0,0,1
Adrian Lewis,145,3,341,3,1 0 1,2,1
Adrian Lewis,145,4,201,1,1,1,1
Adrian Lewis,146,1,501,3,0 0 1,1,1
Adrian Lewis,146,2,404,3,1 0 0,1,1
Adrian Lewis,146,3,304,3,0 1 0,1,1
Adrian Lewis,146,4,221,1,1,1,1
Adrian Lewis,147,1,501,3,0 0 0,0,0
Adrian Lewis,147,2,461,3,0 0 1,1,0
Adrian Lewis,147,3,377,3,0 0 0,0,0
Adrian Lewis,147,4,317,3,1 1 0,2,0
Adrian Lewis,148,1,501,3,0 0 1,1,0
Adrian Lewis,148,2,408,3,0 0 1,1,0
Adrian Lewis,148,3,308,3,1 0 0,1,0
Adrian Lewis,148,4,208,2,0 0,0,0
Adrian Lewis,149,1,501,3,1 1 0,2,0
Adrian Lewis,149,2,362,3,0 0 0,0,0
Adrian Lewis,149,3,302,3,0 0 0,0,0
Adrian Lewis,149,4,244,3,0 0 0,0,0
Adrian Lewis,149,5,201,2,0 0,0,0
Adrian Lewis,150,1,501,3,0 0 0,0,1
Adrian Lewis,150,2,460,3,0 1 0,1,1
Adrian Lewis,150,3,360,3,0 1 0,1,1
Adrian Lewis,150,4,260,3,0 0 0,0,1
Adrian Lewis,150,5,200,2,0 0,0,1
Adrian Lewis,151,1,501,3,0 0 0,0,0
Adrian Lewis,151,2,443,3,0 0 1,1,0
Adrian Lewis,151,3,343,3,1 0 1,2,0
Adrian Lewis,151,4,218,3,0 0 1,1,0
Adrian Lewis,152,1,501,3,0 0 1,1,0
Adrian Lewis,152,2,405,3,1 1 1,3,0
Adrian Lewis,152,3,225,2,0 1,1,0
Adrian Lewis,153,1,501,3,1 1 1,3,0
Adrian Lewis,153,2,321,3,1 1 1,3,0
Adrian Lewis,154,1,501,3,0 0 0,0,0
Adrian Lewis,154,2,456,3,0 0 1,1,0
Adrian Lewis,154,3,363,3,0 0 0,0,0
Adrian Lewis,154,4,303,3,0 0 1,1,0
Adrian Lewis,154,5,205,2,0 0,0,0
Adrian Lewis,155,1,501,3,1 1 0,2,0
Adrian Lewis,155,2,362,3,0 0 1,1,0
Adrian Lewis,155,3,279,2,1 1,2,0
Adrian Lewis,156,1,501,3,1 0 0,1,1
Adrian Lewis,156,2,402,3,1 0 0,1,1
Adrian Lewis,156,3,302,3,0 1 0,1,1
Adrian Lewis,156,4,210,1,1,1,1
Adrian Lewis,157,1,501,3,1 0 0,1,0
Adrian Lewis,157,2,401,3,0 1 0,1,0
Adrian Lewis,157,3,324,3,0 1 0,1,0
Adrian Lewis,157,4,224,3,0 0 0,0,0
Adrian Lewis,158,1,501,3,1 0 1,2,0
Adrian Lewis,158,2,361,3,1 1 1,3,0
Adrian Lewis,158,3,181,1,0,0,0
Adrian Lewis,159,1,501,3,0 0 1,1,1
Adrian Lewis,159,2,401,3,0 0 1,1,1
Adrian Lewis,159,3,311,3,0 1 0,1,1
Adrian Lewis,159,4,211,1,1,1,1
Adrian Lewis,160,1,501,3,0 1 0,1,1
Adrian Lewis,160,2,401,3,1 1 1,3,1
Adrian Lewis,160,3,221,2,0 1,1,1
Adrian Lewis,161,1,501,3,1 0 0,1,1
Adrian Lewis,161,2,401,3,0 0 0,0,1
Adrian Lewis,161,3,342,3,1 1 1,3,1
Adrian Lewis,162,1,501,3,1 0 0,1,0
Adrian Lewis,162,2,420,3,0 1 0,1,0
Adrian Lewis,162,3,320,3,1 0 0,1,0
Adrian Lewis,162,4,220,2,0 1,1,0
Adrian Lewis,163,1,501,3,0 1 1,2,0
Adrian Lewis,163,2,378,3,1 1 1,3,0
Adrian Lewis,163,3,198,1,1,1,0
Adrian Lewis,164,1,501,3,0 0 0,0,0
Adrian Lewis,164,2,456,3,0 1 1,2,0
Adrian Lewis,164,3,316,3,1 1 1,3,0
Adrian Lewis,165,1,501,3,0 0 0,0,1
Adrian Lewis,165,2,441,3,0 1 1,2,1
Adrian Lewis,165,3,310,3,0 1 1,2,1
Adrian Lewis,166,1,501,3,0 0 0,0,1
Adrian Lewis,166,2,441,3,0 0 0,0,1
Adrian Lewis,166,3,381,3,0 0 0,0,1
Adrian Lewis,166,4,321,3,0 0 0,0,1
Adrian Lewis,166,5,278,3,0 0 0,0,1
Adrian Lewis,167,1,501,3,0 1 0,1,0
Adrian Lewis,167,2,405,3,0 0 0,0,0
Adrian Lewis,167,3,369,3,0 0 0,0,0
Adrian Lewis,167,4,309,3,1 1 0,2,0
Adrian Lewis,168,1,501,3,0 1 1,2,0
Adrian Lewis,168,2,361,3,0 0 1,1,0
Adrian Lewis,168,3,276,3,1 0 1,2,0
Adrian Lewis,169,1,501,3,0 0 0,0,1
Adrian Lewis,169,2,458,3,1 0 0,1,1
Adrian Lewis,169,3,392,3,0 0 1,1,1
Adrian Lewis,169,4,309,3,0 0 1,1,1
Adrian Lewis,169,5,226,3,0 0 0,0,1
Adrian Lewis,170,1,501,3,0 1 1,2,0
Adrian Lewis,170,2,386,3,1 1 1,3,0
Adrian Lewis,170,3,206,3,0 0 1,1,0
Adrian Lewis,171,1,501,3,0 1 0,1,1
Adrian Lewis,171,2,405,3,0 0 1,1,1
Adrian Lewis,171,3,308,3,0 0 0,0,1
Adrian Lewis,171,4,270,3,0 0 1,1,1
Adrian Lewis,172,1,501,3,0 0 1,1,0
